column,line,amount,month
LIABILITY,3,0,2013-07-01
LIABILITY,4,11718946472,2013-07-01
LIABILITY,5,1004707487,2013-07-01
LIABILITY,6,1475241434,2013-07-01
LIABILITY,7,2244,2013-07-01
LIABILITY,8,900182416,2013-07-01
LIABILITY,9,65143631117,2013-07-01
LIABILITY,10,1473237848,2013-07-01
LIABILITY,11,6201953309,2013-07-01
LIABILITY,12,2612559343,2013-07-01
LIABILITY,13,815494472,2013-07-01
ASSET,1,4372810659,2013-08-01
ASSET,2,1053616371,2013-08-01
ASSET,3,367896627,2013-08-01
ASSET,4,23868,2013-08-01
ASSET,5,62432000000,2013-08-01
ASSET,6,11706859990,2013-08-01
ASSET,7,21374806998,2013-08-01
ASSET,8,5686952382,2013-08-01
ASSET,9,1660350092,2013-08-01
ASSET,10,2439425194,2013-08-01
LIABILITY,1,23692396830,2013-08-01
LIABILITY,2,1466546276,2013-08-01
LIABILITY,3,0,2013-08-01
LIABILITY,4,7687191042,2013-08-01
LIABILITY,5,1001502399,2013-08-01
LIABILITY,6,64381798,2013-08-01
LIABILITY,7,2244,2013-08-01
LIABILITY,8,900182416,2013-08-01
LIABILITY,9,65377177651,2013-08-01
LIABILITY,10,1276061587,2013-08-01
LIABILITY,11,6201238590,2013-08-01
LIABILITY,12,2612559343,2013-08-01
LIABILITY,13,815502005,2013-08-01
ASSET,1,4703260612,2013-09-01
ASSET,2,1017586794,2013-09-01
ASSET,3,368472317,2013-09-01
ASSET,4,23868,2013-09-01
ASSET,5,63823200000,2013-09-01
ASSET,6,8958832531,2013-09-01
ASSET,7,21268148108,2013-09-01
ASSET,8,5675330015,2013-09-01
ASSET,9,1660350092,2013-09-01
ASSET,10,2482002685,2013-09-01
LIABILITY,1,23672012760,2013-09-01
LIABILITY,2,1929741847,2013-09-01
LIABILITY,3,0,2013-09-01
LIABILITY,4,7680544621,2013-09-01
LIABILITY,5,998051696,2013-09-01
LIABILITY,6,68559937,2013-09-01
LIABILITY,7,2173,2013-09-01
LIABILITY,8,888992148,2013-09-01
LIABILITY,9,63406620533,2013-09-01
LIABILITY,10,1355257868,2013-09-01
LIABILITY,11,6201382117,2013-09-01
LIABILITY,12,2940538807,2013-09-01
LIABILITY,13,815502515,2013-09-01
ASSET,1,4704231134,2013-10-01
ASSET,2,1042308302,2013-10-01
ASSET,3,366594572,2013-10-01
ASSET,4,23868,2013-10-01
ASSET,5,62472300000,2013-10-01
ASSET,6,7953900377,2013-10-01
ASSET,7,20467961105,2013-10-01
ASSET,8,5675330015,2013-10-01
ASSET,9,1660350092,2013-10-01
ASSET,10,2438464489,2013-10-01
LIABILITY,1,23817510180,2013-10-01
LIABILITY,2,1438343863,2013-10-01
LIABILITY,3,0,2013-10-01
LIABILITY,4,7780689764,2013-10-01
LIABILITY,5,998051246,2013-10-01
LIABILITY,6,74961794,2013-10-01
LIABILITY,7,2173,2013-10-01
LIABILITY,8,888992148,2013-10-01
LIABILITY,9,60391802047,2013-10-01
LIABILITY,10,1433319812,2013-10-01
LIABILITY,11,6201749581,2013-10-01
LIABILITY,12,2940538807,2013-10-01
LIABILITY,13,815502539,2013-10-01
ASSET,1,4704763832,2013-11-01
ASSET,2,1046433625,2013-11-01
ASSET,3,370971204,2013-11-01
ASSET,4,23868,2013-11-01
ASSET,5,60676200000,2013-11-01
ASSET,6,9418404305,2013-11-01
ASSET,7,20154708994,2013-11-01
ASSET,8,5675330015,2013-11-01
ASSET,9,1660350092,2013-11-01
ASSET,10,2412437342,2013-11-01
LIABILITY,1,23901571920,2013-11-01
LIABILITY,2,2181695912,2013-11-01
LIABILITY,3,0,2013-11-01
LIABILITY,4,7568152368,2013-11-01
LIABILITY,5,990796675,2013-11-01
LIABILITY,6,72815165,2013-11-01
LIABILITY,7,2173,2013-11-01
LIABILITY,8,888992148,2013-11-01
LIABILITY,9,59074900868,2013-11-01
LIABILITY,10,1482533935,2013-11-01
LIABILITY,11,6202120767,2013-11-01
LIABILITY,12,2940538807,2013-11-01
LIABILITY,13,815502539,2013-11-01
ASSET,1,4146261589,2014-01-01
ASSET,2,1244956321,2014-01-01
ASSET,3,406689450,2014-01-01
ASSET,4,23870,2014-01-01
ASSET,5,60719700000,2014-01-01
ASSET,6,10119672468,2014-01-01
ASSET,7,21854109383,2014-01-01
ASSET,8,5657654356,2014-01-01
ASSET,9,1718740959,2014-01-01
ASSET,10,2469201497,2014-01-01
LIABILITY,1,24918962310,2014-01-01
LIABILITY,2,2105843738,2014-01-01
LIABILITY,3,0,2014-01-01
LIABILITY,4,7396912410,2014-01-01
LIABILITY,5,981931299,2014-01-01
LIABILITY,6,79684383,2014-01-01
LIABILITY,7,2128,2014-01-01
LIABILITY,8,874914774,2014-01-01
LIABILITY,9,60898013318,2014-01-01
LIABILITY,10,1237482235,2014-01-01
LIABILITY,11,6652098072,2014-01-01
LIABILITY,12,2375664547,2014-01-01
LIABILITY,13,815500679,2014-01-01
ASSET,1,4147300023,2014-02-01
ASSET,2,1609998768,2014-02-01
ASSET,3,353248153,2014-02-01
ASSET,4,23870,2014-02-01
ASSET,5,59417400000,2014-02-01
ASSET,6,8569431650,2014-02-01
ASSET,7,22968393337,2014-02-01
ASSET,8,5657654356,2014-02-01
ASSET,9,1743026102,2014-02-01
ASSET,10,2503635891,2014-02-01
LIABILITY,1,24957400050,2014-02-01
LIABILITY,2,1898384243,2014-02-01
LIABILITY,3,0,2014-02-01
LIABILITY,4,6597442673,2014-02-01
LIABILITY,5,978410354,2014-02-01
LIABILITY,6,83457861,2014-02-01
LIABILITY,7,2128,2014-02-01
LIABILITY,8,874914774,2014-02-01
LIABILITY,9,61246027247,2014-02-01
LIABILITY,10,490740395,2014-02-01
LIABILITY,11,6652167199,2014-02-01
LIABILITY,12,2375664547,2014-02-01
LIABILITY,13,815500679,2014-02-01
ASSET,1,4469130615,2014-03-01
ASSET,2,2092360214,2014-03-01
ASSET,3,373833588,2014-03-01
ASSET,4,23873,2014-03-01
ASSET,5,57807300000,2014-03-01
ASSET,6,2880980954,2014-03-01
ASSET,7,23616226893,2014-03-01
ASSET,8,5660734192,2014-03-01
ASSET,9,1743026102,2014-03-01
ASSET,10,2483252413,2014-03-01
LIABILITY,1,25106286150,2014-03-01
LIABILITY,2,2495771791,2014-03-01
LIABILITY,3,0,2014-03-01
LIABILITY,4,5762835488,2014-03-01
LIABILITY,5,967073201,2014-03-01
LIABILITY,6,88318290,2014-03-01
LIABILITY,7,2129,2014-03-01
LIABILITY,8,876787560,2014-03-01
LIABILITY,9,55092039312,2014-03-01
LIABILITY,10,561954097,2014-03-01
LIABILITY,11,6651711775,2014-03-01
LIABILITY,12,2708588372,2014-03-01
LIABILITY,13,815500679,2014-03-01
ASSET,1,4470339699,2014-04-01
ASSET,2,1872176582,2014-04-01
ASSET,3,590465545,2014-04-01
ASSET,4,23873,2014-04-01
ASSET,5,58837800000,2014-04-01
ASSET,6,3123791936,2014-04-01
ASSET,7,24568317103,2014-04-01
ASSET,8,5660734192,2014-04-01
ASSET,9,1743026102,2014-04-01
ASSET,10,2513356637,2014-04-01
LIABILITY,1,25363909890,2014-04-01
LIABILITY,2,1775911471,2014-04-01
LIABILITY,3,0,2014-04-01
LIABILITY,4,15738276376,2014-04-01
LIABILITY,5,985073236,2014-04-01
LIABILITY,6,95755180,2014-04-01
LIABILITY,7,2129,2014-04-01
LIABILITY,8,876787560,2014-04-01
LIABILITY,9,47749715942,2014-04-01
LIABILITY,10,618562124,2014-04-01
LIABILITY,11,6651947860,2014-04-01
LIABILITY,12,2708588372,2014-04-01
LIABILITY,13,815501529,2014-04-01
ASSET,1,4471478047,2014-05-01
ASSET,2,1644599414,2014-05-01
ASSET,3,701122356,2014-05-01
ASSET,4,23873,2014-05-01
ASSET,5,50658400000,2014-05-01
ASSET,6,3615121,2014-05-01
ASSET,7,25425031034,2014-05-01
ASSET,8,5660734192,2014-05-01
ASSET,9,1743026102,2014-05-01
ASSET,10,2511755882,2014-05-01
LIABILITY,1,25492721760,2014-05-01
LIABILITY,2,1881711572,2014-05-01
LIABILITY,3,0,2014-05-01
LIABILITY,4,8450726866,2014-05-01
LIABILITY,5,983267925,2014-05-01
LIABILITY,6,100818448,2014-05-01
LIABILITY,7,2129,2014-05-01
LIABILITY,8,876787560,2014-05-01
LIABILITY,9,44169390964,2014-05-01
LIABILITY,10,687949587,2014-05-01
LIABILITY,11,6652319309,2014-05-01
LIABILITY,12,2708588372,2014-05-01
LIABILITY,13,815501529,2014-05-01
ASSET,1,4583619815,2014-06-01
ASSET,2,1577527636,2014-06-01
ASSET,3,610952205,2014-06-01
ASSET,4,23873,2014-06-01
ASSET,5,44953600000,2014-06-01
ASSET,6,642023,2014-06-01
ASSET,7,25855946443,2014-06-01
ASSET,8,5199790307,2014-06-01
ASSET,9,1743026102,2014-06-01
ASSET,10,2467505177,2014-06-01
LIABILITY,1,25642276110,2014-06-01
LIABILITY,2,1966358177,2014-06-01
LIABILITY,3,0,2014-06-01
LIABILITY,4,8414309124,2014-06-01
LIABILITY,5,975441261,2014-06-01
LIABILITY,6,10328104,2014-06-01
LIABILITY,7,2127,2014-06-01
LIABILITY,8,885711177,2014-06-01
LIABILITY,9,38052384123,2014-06-01
LIABILITY,10,744039509,2014-06-01
LIABILITY,11,6652659288,2014-06-01
LIABILITY,12,2833623049,2014-06-01
LIABILITY,13,815501532,2014-06-01
ASSET,1,4585996362,2014-07-01
ASSET,2,1544993957,2014-07-01
ASSET,3,605011541,2014-07-01
ASSET,4,23881,2014-07-01
ASSET,5,44618800000,2014-07-01
ASSET,6,1550077,2014-07-01
ASSET,7,26904669934,2014-07-01
ASSET,8,5199790307,2014-07-01
ASSET,9,1743026102,2014-07-01
ASSET,10,2442466009,2014-07-01
LIABILITY,1,25914387510,2014-07-01
LIABILITY,2,1936384830,2014-07-01
LIABILITY,3,0,2014-07-01
LIABILITY,4,8645361393,2014-07-01
LIABILITY,5,976328002,2014-07-01
LIABILITY,6,10140752,2014-07-01
LIABILITY,7,2127,2014-07-01
LIABILITY,8,885711177,2014-07-01
LIABILITY,9,38167266201,2014-07-01
LIABILITY,10,809540078,2014-07-01
LIABILITY,11,6652081519,2014-07-01
LIABILITY,12,2833623049,2014-07-01
LIABILITY,13,815501532,2014-07-01
ASSET,1,4587351646,2014-08-01
ASSET,2,1456805500,2014-08-01
ASSET,3,569617725,2014-08-01
ASSET,4,23881,2014-08-01
ASSET,5,44565900000,2014-08-01
ASSET,6,666829,2014-08-01
ASSET,7,27384455610,2014-08-01
ASSET,8,5199790307,2014-08-01
ASSET,9,1743026102,2014-08-01
ASSET,10,2431415118,2014-08-01
LIABILITY,1,25960389840,2014-08-01
LIABILITY,2,1697468178,2014-08-01
LIABILITY,3,0,2014-08-01
LIABILITY,4,5020550427,2014-08-01
LIABILITY,5,986373876,2014-08-01
LIABILITY,6,10128756,2014-08-01
LIABILITY,7,2127,2014-08-01
LIABILITY,8,885711177,2014-08-01
LIABILITY,9,42196717906,2014-08-01
LIABILITY,10,880136499,2014-08-01
LIABILITY,11,6652449351,2014-08-01
LIABILITY,12,2833623049,2014-08-01
LIABILITY,13,815501532,2014-08-01
ASSET,1,4590804862,2014-09-01
ASSET,2,1579463924,2014-09-01
ASSET,3,539077653,2014-09-01
ASSET,4,23881,2014-09-01
ASSET,5,42567900000,2014-09-01
ASSET,6,1639951,2014-09-01
ASSET,7,27976326834,2014-09-01
ASSET,8,5238632752,2014-09-01
ASSET,9,1743026102,2014-09-01
ASSET,10,2429350019,2014-09-01
LIABILITY,1,25963918200,2014-09-01
LIABILITY,2,2561763163,2014-09-01
LIABILITY,3,0,2014-09-01
LIABILITY,4,5280833459,2014-09-01
LIABILITY,5,1015359804,2014-09-01
LIABILITY,6,11128370,2014-09-01
LIABILITY,7,2309,2014-09-01
LIABILITY,8,921537322,2014-09-01
LIABILITY,9,39612132421,2014-09-01
LIABILITY,10,939294099,2014-09-01
LIABILITY,11,6652817007,2014-09-01
LIABILITY,12,2891958292,2014-09-01
LIABILITY,13,815501532,2014-09-01
ASSET,1,4592745395,2014-10-01
ASSET,2,1547905652,2014-10-01
ASSET,3,616562139,2014-10-01
ASSET,4,23881,2014-10-01
ASSET,5,43852500000,2014-10-01
ASSET,6,714340,2014-10-01
ASSET,7,29083584933,2014-10-01
ASSET,8,5238632752,2014-10-01
ASSET,9,1743026102,2014-10-01
ASSET,10,2377898359,2014-10-01
LIABILITY,1,26065839690,2014-10-01
LIABILITY,2,2248609628,2014-10-01
LIABILITY,3,0,2014-10-01
LIABILITY,4,4633618710,2014-10-01
LIABILITY,5,1015284971,2014-10-01
LIABILITY,6,10852068,2014-10-01
LIABILITY,7,2309,2014-10-01
LIABILITY,8,921537322,2014-10-01
LIABILITY,9,42806288186,2014-10-01
LIABILITY,10,991615737,2014-10-01
LIABILITY,11,6652485108,2014-10-01
LIABILITY,12,2891958292,2014-10-01
LIABILITY,13,815501532,2014-10-01
ASSET,1,4593766909,2014-11-01
ASSET,2,1534257501,2014-11-01
ASSET,3,599657635,2014-11-01
ASSET,4,23881,2014-11-01
ASSET,5,44852700000,2014-11-01
ASSET,6,876598,2014-11-01
ASSET,7,30273706424,2014-11-01
ASSET,8,5238632752,2014-11-01
ASSET,9,1743026102,2014-11-01
ASSET,10,2373905931,2014-11-01
LIABILITY,1,26220232170,2014-11-01
LIABILITY,2,1646691420,2014-11-01
LIABILITY,3,0,2014-11-01
LIABILITY,4,4346575067,2014-11-01
LIABILITY,5,1017135831,2014-11-01
LIABILITY,6,14728653,2014-11-01
LIABILITY,7,2309,2014-11-01
LIABILITY,8,921537322,2014-11-01
LIABILITY,9,45625619742,2014-11-01
LIABILITY,10,1057718393,2014-11-01
LIABILITY,11,6652853002,2014-11-01
LIABILITY,12,2891958292,2014-11-01
LIABILITY,13,815501532,2014-11-01
ASSET,1,4721243118,2015-01-01
ASSET,2,1872337942,2015-01-01
ASSET,3,272750295,2015-01-01
ASSET,4,23881,2015-01-01
ASSET,5,82244900000,2015-01-01
ASSET,6,5233631725,2015-01-01
ASSET,7,30250049934,2015-01-01
ASSET,8,5249170866,2015-01-01
ASSET,9,1743026102,2015-01-01
ASSET,10,2193392816,2015-01-01
LIABILITY,1,26677127725,2015-01-01
LIABILITY,2,2380500513,2015-01-01
LIABILITY,3,0,2015-01-01
LIABILITY,4,4443177544,2015-01-01
LIABILITY,5,1028257583,2015-01-01
LIABILITY,6,15077082,2015-01-01
LIABILITY,7,2391,2015-01-01
LIABILITY,8,932888415,2015-01-01
LIABILITY,9,86600239611,2015-01-01
LIABILITY,10,1056147296,2015-01-01
LIABILITY,11,6789051206,2015-01-01
LIABILITY,12,3042557641,2015-01-01
LIABILITY,13,815499672,2015-01-01
ASSET,1,4721828096,2015-02-01
ASSET,2,1909606455,2015-02-01
ASSET,3,296323801,2015-02-01
ASSET,4,23881,2015-02-01
ASSET,5,38610000000,2015-02-01
ASSET,6,65640085084,2015-02-01
ASSET,7,29922071727,2015-02-01
ASSET,8,5249170866,2015-02-01
ASSET,9,1743026102,2015-02-01
ASSET,10,2246525593,2015-02-01
LIABILITY,1,26754009200,2015-02-01
LIABILITY,2,2339696444,2015-02-01
LIABILITY,3,0,2015-02-01
LIABILITY,4,3637116359,2015-02-01
LIABILITY,5,1074484821,2015-02-01
LIABILITY,6,14866890,2015-02-01
LIABILITY,7,2391,2015-02-01
LIABILITY,8,932888415,2015-02-01
LIABILITY,9,104420530339,2015-02-01
LIABILITY,10,517591155,2015-02-01
LIABILITY,11,6789418278,2015-02-01
LIABILITY,12,3042557641,2015-02-01
LIABILITY,13,815499672,2015-02-01
ASSET,1,5273958942,2015-03-01
ASSET,2,2091189878,2015-03-01
ASSET,3,335942163,2015-03-01
ASSET,4,23881,2015-03-01
ASSET,5,38670000000,2015-03-01
ASSET,6,68512838359,2015-03-01
ASSET,7,30903066990,2015-03-01
ASSET,8,5323575423,2015-03-01
ASSET,9,1743026102,2015-03-01
ASSET,10,2202709681,2015-03-01
LIABILITY,1,27005966775,2015-03-01
LIABILITY,2,1411737029,2015-03-01
LIABILITY,3,0,2015-03-01
LIABILITY,4,2098075862,2015-03-01
LIABILITY,5,1102798275,2015-03-01
LIABILITY,6,16785839,2015-03-01
LIABILITY,7,2698,2015-03-01
LIABILITY,8,1003768879,2015-03-01
LIABILITY,9,110455281294,2015-03-01
LIABILITY,10,650204232,2015-03-01
LIABILITY,11,6789783986,2015-03-01
LIABILITY,12,3706426878,2015-03-01
LIABILITY,13,815499672,2015-03-01
ASSET,1,5274479424,2015-04-01
ASSET,2,2090048266,2015-04-01
ASSET,3,335939672,2015-04-01
ASSET,4,23881,2015-04-01
ASSET,5,38471000000,2015-04-01
ASSET,6,74371699442,2015-04-01
ASSET,7,30142000024,2015-04-01
ASSET,8,5323575423,2015-04-01
ASSET,9,1743026102,2015-04-01
ASSET,10,2232801102,2015-04-01
LIABILITY,1,27276526850,2015-04-01
LIABILITY,2,1587512008,2015-04-01
LIABILITY,3,0,2015-04-01
LIABILITY,4,1557519323,2015-04-01
LIABILITY,5,1489644784,2015-04-01
LIABILITY,6,15372779,2015-04-01
LIABILITY,7,2698,2015-04-01
LIABILITY,8,1003768879,2015-04-01
LIABILITY,9,114951537717,2015-04-01
LIABILITY,10,790632668,2015-04-01
LIABILITY,11,6790149080,2015-04-01
LIABILITY,12,3706426878,2015-04-01
LIABILITY,13,815499672,2015-04-01
ASSET,1,5274702741,2015-05-01
ASSET,2,1386936001,2015-05-01
ASSET,3,1065742716,2015-05-01
ASSET,4,23881,2015-05-01
ASSET,5,38825000000,2015-05-01
ASSET,6,77576838447,2015-05-01
ASSET,7,29828054049,2015-05-01
ASSET,8,5323575423,2015-05-01
ASSET,9,1743026102,2015-05-01
ASSET,10,2239565288,2015-05-01
LIABILITY,1,27422024975,2015-05-01
LIABILITY,2,1494986867,2015-05-01
LIABILITY,3,0,2015-05-01
LIABILITY,4,1509612732,2015-05-01
LIABILITY,5,1456959722,2015-05-01
LIABILITY,6,15334439,2015-05-01
LIABILITY,7,2698,2015-05-01
LIABILITY,8,1003768879,2015-05-01
LIABILITY,9,118103136200,2015-05-01
LIABILITY,10,945199043,2015-05-01
LIABILITY,11,6790512543,2015-05-01
LIABILITY,12,3706426878,2015-05-01
LIABILITY,13,815499672,2015-05-01
ASSET,1,5008752890,2015-06-01
ASSET,2,1355584959,2015-06-01
ASSET,3,1238889034,2015-06-01
ASSET,4,23881,2015-06-01
ASSET,5,39803000000,2015-06-01
ASSET,6,86770571251,2015-06-01
ASSET,7,32163438875,2015-06-01
ASSET,8,5302447086,2015-06-01
ASSET,9,1743026102,2015-06-01
ASSET,10,2243303663,2015-06-01
LIABILITY,1,27688545650,2015-06-01
LIABILITY,2,1704933963,2015-06-01
LIABILITY,3,0,2015-06-01
LIABILITY,4,1219641978,2015-06-01
LIABILITY,5,1448830905,2015-06-01
LIABILITY,6,14766335,2015-06-01
LIABILITY,7,2594,2015-06-01
LIABILITY,8,983652107,2015-06-01
LIABILITY,9,130494728007,2015-06-01
LIABILITY,10,1080701393,2015-06-01
LIABILITY,11,6790875945,2015-06-01
LIABILITY,12,3386859192,2015-06-01
LIABILITY,13,815499672,2015-06-01
ASSET,1,5008356740,2015-07-01
ASSET,2,1564580968,2015-07-01
ASSET,3,1397070420,2015-07-01
ASSET,4,23881,2015-07-01
ASSET,5,39993000000,2015-07-01
ASSET,6,85292145105,2015-07-01
ASSET,7,32908024058,2015-07-01
ASSET,8,4832407071,2015-07-01
ASSET,9,1743026102,2015-07-01
ASSET,10,2195973446,2015-07-01
LIABILITY,1,28086399975,2015-07-01
LIABILITY,2,1667351150,2015-07-01
LIABILITY,3,0,2015-07-01
LIABILITY,4,2148760076,2015-07-01
LIABILITY,5,1441103594,2015-07-01
LIABILITY,6,199521100,2015-07-01
LIABILITY,7,2594,2015-07-01
LIABILITY,8,983652107,2015-07-01
LIABILITY,9,128174866811,2015-07-01
LIABILITY,10,1239349715,2015-07-01
LIABILITY,11,6791241805,2015-07-01
LIABILITY,12,3386859192,2015-07-01
LIABILITY,13,815499672,2015-07-01
ASSET,1,5007997531,2015-08-01
ASSET,2,1415658300,2015-08-01
ASSET,3,1312802204,2015-08-01
ASSET,4,23881,2015-08-01
ASSET,5,40108000000,2015-08-01
ASSET,6,83951533437,2015-08-01
ASSET,7,32408804053,2015-08-01
ASSET,8,4832407071,2015-08-01
ASSET,9,1743026102,2015-08-01
ASSET,10,2246690568,2015-08-01
LIABILITY,1,28019324675,2015-08-01
LIABILITY,2,1429947067,2015-08-01
LIABILITY,3,0,2015-08-01
LIABILITY,4,4920304881,2015-08-01
LIABILITY,5,1454145001,2015-08-01
LIABILITY,6,14160447,2015-08-01
LIABILITY,7,2594,2015-08-01
LIABILITY,8,983652107,2015-08-01
LIABILITY,9,123806574382,2015-08-01
LIABILITY,10,1405160686,2015-08-01
LIABILITY,11,6791312443,2015-08-01
LIABILITY,12,3386859192,2015-08-01
LIABILITY,13,815499672,2015-08-01
ASSET,1,4793441559,2015-09-01
ASSET,2,1492159832,2015-09-01
ASSET,3,1315502902,2015-09-01
ASSET,4,23881,2015-09-01
ASSET,5,39014000000,2015-09-01
ASSET,6,82374511185,2015-09-01
ASSET,7,35456938682,2015-09-01
ASSET,8,4829106364,2015-09-01
ASSET,9,1743026102,2015-09-01
ASSET,10,2232444987,2015-09-01
LIABILITY,1,27963410875,2015-09-01
LIABILITY,2,1260003144,2015-09-01
LIABILITY,3,0,2015-09-01
LIABILITY,4,3093128568,2015-09-01
LIABILITY,5,1434578028,2015-09-01
LIABILITY,6,10221504,2015-09-01
LIABILITY,7,2591,2015-09-01
LIABILITY,8,979673600,2015-09-01
LIABILITY,9,126216671376,2015-09-01
LIABILITY,10,1514944566,2015-09-01
LIABILITY,11,6791525949,2015-09-01
LIABILITY,12,3171495621,2015-09-01
LIABILITY,13,815499672,2015-09-01
ASSET,1,4793972361,2015-10-01
ASSET,2,1620165091,2015-10-01
ASSET,3,1284738715,2015-10-01
ASSET,4,23881,2015-10-01
ASSET,5,36596000000,2015-10-01
ASSET,6,82786174764,2015-10-01
ASSET,7,37204320189,2015-10-01
ASSET,8,4829106364,2015-10-01
ASSET,9,1743026102,2015-10-01
ASSET,10,2206216723,2015-10-01
LIABILITY,1,28003485975,2015-10-01
LIABILITY,2,1570247448,2015-10-01
LIABILITY,3,0,2015-10-01
LIABILITY,4,4644679749,2015-10-01
LIABILITY,5,1429808213,2015-10-01
LIABILITY,6,10221338,2015-10-01
LIABILITY,7,2591,2015-10-01
LIABILITY,8,979673600,2015-10-01
LIABILITY,9,123973392518,2015-10-01
LIABILITY,10,1673737512,2015-10-01
LIABILITY,11,6791499953,2015-10-01
LIABILITY,12,3171495621,2015-10-01
LIABILITY,13,815499672,2015-10-01
ASSET,1,4794455089,2015-11-01
ASSET,2,1577344913,2015-11-01
ASSET,3,1295923999,2015-11-01
ASSET,4,23881,2015-11-01
ASSET,5,35918000000,2015-11-01
ASSET,6,77488375274,2015-11-01
ASSET,7,38688431347,2015-11-01
ASSET,8,4829106364,2015-11-01
ASSET,9,1743026102,2015-11-01
ASSET,10,2227551256,2015-11-01
LIABILITY,1,28134899350,2015-11-01
LIABILITY,2,1417139130,2015-11-01
LIABILITY,3,0,2015-11-01
LIABILITY,4,6220402836,2015-11-01
LIABILITY,5,1434775939,2015-11-01
LIABILITY,6,10201646,2015-11-01
LIABILITY,7,2591,2015-11-01
LIABILITY,8,979673600,2015-11-01
LIABILITY,9,117763172811,2015-11-01
LIABILITY,10,1823143174,2015-11-01
LIABILITY,11,6791831855,2015-11-01
LIABILITY,12,3171495621,2015-11-01
LIABILITY,13,815499672,2015-11-01
ASSET,1,4656229693,2016-01-01
ASSET,2,1994066829,2016-01-01
ASSET,3,688674775,2016-01-01
ASSET,4,23881,2016-01-01
ASSET,5,37253000000,2016-01-01
ASSET,6,68836021743,2016-01-01
ASSET,7,40802868153,2016-01-01
ASSET,8,4843627573,2016-01-01
ASSET,9,1743026102,2016-01-01
ASSET,10,2324852141,2016-01-01
LIABILITY,1,28238887325,2016-01-01
LIABILITY,2,1523676869,2016-01-01
LIABILITY,3,0,2016-01-01
LIABILITY,4,5035634995,2016-01-01
LIABILITY,5,1215393540,2016-01-01
LIABILITY,6,646392127,2016-01-01
LIABILITY,7,2666,2016-01-01
LIABILITY,8,0,2016-01-01
LIABILITY,9,113949387271,2016-01-01
LIABILITY,10,1447098942,2016-01-01
LIABILITY,11,7198713812,2016-01-01
LIABILITY,12,3071705530,2016-01-01
LIABILITY,13,815497813,2016-01-01
ASSET,1,4656297031,2016-02-01
ASSET,2,2406360824,2016-02-01
ASSET,3,414490061,2016-02-01
ASSET,4,23881,2016-02-01
ASSET,5,36240000000,2016-02-01
ASSET,6,67987841068,2016-02-01
ASSET,7,42046294932,2016-02-01
ASSET,8,6813772216,2016-02-01
ASSET,9,1743026102,2016-02-01
ASSET,10,2327419835,2016-02-01
LIABILITY,1,28254327400,2016-02-01
LIABILITY,2,1447200388,2016-02-01
LIABILITY,3,0,2016-02-01
LIABILITY,4,5600315634,2016-02-01
LIABILITY,5,2463543567,2016-02-01
LIABILITY,6,1075618646,2016-02-01
LIABILITY,7,2666,2016-02-01
LIABILITY,8,0,2016-02-01
LIABILITY,9,114267793209,2016-02-01
LIABILITY,10,440618987,2016-02-01
LIABILITY,11,7198902110,2016-02-01
LIABILITY,12,3071705530,2016-02-01
LIABILITY,13,815497813,2016-02-01
ASSET,1,5187221295,2016-03-01
ASSET,2,2728995094,2016-03-01
ASSET,3,376646798,2016-03-01
ASSET,4,23881,2016-03-01
ASSET,5,35254000000,2016-03-01
ASSET,6,66194455484,2016-03-01
ASSET,7,43065634580,2016-03-01
ASSET,8,6754957433,2016-03-01
ASSET,9,1743026102,2016-03-01
ASSET,10,2350058304,2016-03-01
LIABILITY,1,28461054325,2016-03-01
LIABILITY,2,1231133009,2016-03-01
LIABILITY,3,0,2016-03-01
LIABILITY,4,4496110936,2016-03-01
LIABILITY,5,2402647909,2016-03-01
LIABILITY,6,1047998599,2016-03-01
LIABILITY,7,2549,2016-03-01
LIABILITY,8,0,2016-03-01
LIABILITY,9,113968156657,2016-03-01
LIABILITY,10,502103501,2016-03-01
LIABILITY,11,7199146044,2016-03-01
LIABILITY,12,3531167629,2016-03-01
LIABILITY,13,815497813,2016-03-01
ASSET,1,5187631617,2016-04-01
ASSET,2,2737378886,2016-04-01
ASSET,3,290017139,2016-04-01
ASSET,4,23881,2016-04-01
ASSET,5,32680000000,2016-04-01
ASSET,6,66887796650,2016-04-01
ASSET,7,45986449056,2016-04-01
ASSET,8,6754957433,2016-04-01
ASSET,9,1743026102,2016-04-01
ASSET,10,2364591695,2016-04-01
LIABILITY,1,28530654250,2016-04-01
LIABILITY,2,1395063416,2016-04-01
LIABILITY,3,0,2016-04-01
LIABILITY,4,4251734345,2016-04-01
LIABILITY,5,2396249810,2016-04-01
LIABILITY,6,827231072,2016-04-01
LIABILITY,7,2549,2016-04-01
LIABILITY,8,0,2016-04-01
LIABILITY,9,115039834124,2016-04-01
LIABILITY,10,645138162,2016-04-01
LIABILITY,11,7199299289,2016-04-01
LIABILITY,12,3531167629,2016-04-01
LIABILITY,13,815497813,2016-04-01
ASSET,1,5188124221,2016-05-01
ASSET,2,2609268836,2016-05-01
ASSET,3,324701480,2016-05-01
ASSET,4,23881,2016-05-01
ASSET,5,30900000000,2016-05-01
ASSET,6,64812648074,2016-05-01
ASSET,7,47113998247,2016-05-01
ASSET,8,6754957433,2016-05-01
ASSET,9,1743026102,2016-05-01
ASSET,10,2372537027,2016-05-01
LIABILITY,1,28629938450,2016-05-01
LIABILITY,2,1328337909,2016-05-01
