column,line,subline,item,amount,month
ASSET,10,3,Sundry,1433245359,2018-02-01
LIABILITY,13,5,Other special reserves,1210361,2018-02-01
ASSET,1,NA,Gold and gold receivables,5163351281,2018-03-01
LIABILITY,1,NA,Banknotes in circulation,30941322340,2018-03-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),681720601,2018-03-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),3579161942,2018-03-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1867193968,2018-03-01
LIABILITY,2,2,Deposit facility,100,2018-03-01
LIABILITY,2,3,Fixed-term deposits,0,2018-03-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,444388452,2018-03-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-03-01
LIABILITY,2,5,Deposits related to margin calls,79000000,2018-03-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-03-01
ASSET,4,1,Balances with banks security investments and loans,23447,2018-03-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-03-01
LIABILITY,4,1,General government,15253596804,2018-03-01
LIABILITY,4,2,Other liabilities,1321079273,2018-03-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2410081152,2018-03-01
ASSET,5,1,Main refinancing operations,125000000,2018-03-01
ASSET,5,2,Longer-term refinancing operations,11105000000,2018-03-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,696579544,2018-03-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-03-01
ASSET,5,4,Structural reverse operations,0,2018-03-01
ASSET,5,5,Marginal lending facility,61000000,2018-03-01
ASSET,5,6,Credits related to margin calls,0,2018-03-01
LIABILITY,7,1,Deposits and other liabilities,2350,2018-03-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-03-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,13553326784,2018-03-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-03-01
ASSET,7,1,Securities held for monetary policy purposes,61541490603,2018-03-01
ASSET,7,2,Other securities of euro area residents denominated in euro,12915148852,2018-03-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-03-01
ASSET,8,NA,General government long-term debt denominated in euro,5703791685,2018-03-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,3024065670,2018-03-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),47894935830,2018-03-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-03-01
LIABILITY,10,NA,Other liabilities,332371634,2018-03-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-03-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-03-01
LIABILITY,11,NA,Provisions,7600477307,2018-03-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2018-03-01
LIABILITY,12,NA,Revaluation accounts,3349735425,2018-03-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-03-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-03-01
LIABILITY,13,1,Capital,111243362,2018-03-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-03-01
ASSET,10,1,Tangible and intangible fixed assets,562573099,2018-03-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-03-01
ASSET,10,2,Other financial assets,98903952,2018-03-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-03-01
ASSET,10,3,Sundry,1510111419,2018-03-01
LIABILITY,13,5,Other special reserves,1210361,2018-03-01
ASSET,1,NA,Gold and gold receivables,5163823143,2018-04-01
LIABILITY,1,NA,Banknotes in circulation,30997026850,2018-04-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),681820601,2018-04-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),3278826415,2018-04-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1764585758,2018-04-01
LIABILITY,2,2,Deposit facility,0,2018-04-01
LIABILITY,2,3,Fixed-term deposits,0,2018-04-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,541332503,2018-04-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-04-01
LIABILITY,2,5,Deposits related to margin calls,12000000,2018-04-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-04-01
ASSET,4,1,Balances with banks security investments and loans,23432,2018-04-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-04-01
LIABILITY,4,1,General government,14931957190,2018-04-01
LIABILITY,4,2,Other liabilities,1322353578,2018-04-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2411066674,2018-04-01
ASSET,5,1,Main refinancing operations,245000000,2018-04-01
ASSET,5,2,Longer-term refinancing operations,11105000000,2018-04-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,697218774,2018-04-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-04-01
ASSET,5,4,Structural reverse operations,0,2018-04-01
ASSET,5,5,Marginal lending facility,20000000,2018-04-01
ASSET,5,6,Credits related to margin calls,0,2018-04-01
LIABILITY,7,1,Deposits and other liabilities,2350,2018-04-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-04-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,10216272322,2018-04-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-04-01
ASSET,7,1,Securities held for monetary policy purposes,62073327423,2018-04-01
ASSET,7,2,Other securities of euro area residents denominated in euro,12645601056,2018-04-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-04-01
ASSET,8,NA,General government long-term debt denominated in euro,5703791686,2018-04-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,2503467400,2018-04-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),45924719943,2018-04-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-04-01
LIABILITY,10,NA,Other liabilities,391847321,2018-04-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-04-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-04-01
LIABILITY,11,NA,Provisions,7600806686,2018-04-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2018-04-01
LIABILITY,12,NA,Revaluation accounts,3349735425,2018-04-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-04-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-04-01
LIABILITY,13,1,Capital,111243362,2018-04-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-04-01
ASSET,10,1,Tangible and intangible fixed assets,561799501,2018-04-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-04-01
ASSET,10,2,Other financial assets,99601033,2018-04-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-04-01
ASSET,10,3,Sundry,1449664921,2018-04-01
LIABILITY,13,5,Other special reserves,1210361,2018-04-01
ASSET,1,NA,Gold and gold receivables,5164900665,2018-05-01
LIABILITY,1,NA,Banknotes in circulation,31123709875,2018-05-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),682321267,2018-05-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),5012202797,2018-05-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1564241484,2018-05-01
LIABILITY,2,2,Deposit facility,0,2018-05-01
LIABILITY,2,3,Fixed-term deposits,0,2018-05-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,467028598,2018-05-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-05-01
LIABILITY,2,5,Deposits related to margin calls,19000000,2018-05-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-05-01
ASSET,4,1,Balances with banks security investments and loans,523418,2018-05-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-05-01
LIABILITY,4,1,General government,14593719282,2018-05-01
LIABILITY,4,2,Other liabilities,1385764549,2018-05-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2432085854,2018-05-01
ASSET,5,1,Main refinancing operations,125000000,2018-05-01
ASSET,5,2,Longer-term refinancing operations,11105000000,2018-05-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,697371723,2018-05-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-05-01
ASSET,5,4,Structural reverse operations,0,2018-05-01
ASSET,5,5,Marginal lending facility,80000000,2018-05-01
ASSET,5,6,Credits related to margin calls,0,2018-05-01
LIABILITY,7,1,Deposits and other liabilities,2350,2018-05-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-05-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,9560199172,2018-05-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-05-01
ASSET,7,1,Securities held for monetary policy purposes,62639524023,2018-05-01
ASSET,7,2,Other securities of euro area residents denominated in euro,12593291978,2018-05-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-05-01
ASSET,8,NA,General government long-term debt denominated in euro,5703791686,2018-05-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,1789857420,2018-05-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),44444397281,2018-05-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-05-01
LIABILITY,10,NA,Other liabilities,520597772,2018-05-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-05-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-05-01
LIABILITY,11,NA,Provisions,7601119639,2018-05-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2018-05-01
LIABILITY,12,NA,Revaluation accounts,3349735425,2018-05-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-05-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-05-01
LIABILITY,13,1,Capital,111243362,2018-05-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-05-01
ASSET,10,1,Tangible and intangible fixed assets,561155310,2018-05-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-05-01
ASSET,10,2,Other financial assets,100051796,2018-05-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-05-01
ASSET,10,3,Sundry,1473183544,2018-05-01
LIABILITY,13,5,Other special reserves,1244561,2018-05-01
ASSET,1,NA,Gold and gold receivables,5155092108,2018-06-01
LIABILITY,1,NA,Banknotes in circulation,31399186325,2018-06-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),698106415,2018-06-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),4498560357,2018-06-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1809922075,2018-06-01
LIABILITY,2,2,Deposit facility,0,2018-06-01
LIABILITY,2,3,Fixed-term deposits,0,2018-06-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,302531414,2018-06-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-06-01
LIABILITY,2,5,Deposits related to margin calls,640000,2018-06-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-06-01
ASSET,4,1,Balances with banks security investments and loans,523403,2018-06-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-06-01
LIABILITY,4,1,General government,15034351775,2018-06-01
LIABILITY,4,2,Other liabilities,1367784686,2018-06-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2462539075,2018-06-01
ASSET,5,1,Main refinancing operations,845000000,2018-06-01
ASSET,5,2,Longer-term refinancing operations,8105000000,2018-06-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,712828092,2018-06-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-06-01
ASSET,5,4,Structural reverse operations,0,2018-06-01
ASSET,5,5,Marginal lending facility,39000000,2018-06-01
ASSET,5,6,Credits related to margin calls,0,2018-06-01
LIABILITY,7,1,Deposits and other liabilities,2484,2018-06-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-06-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,7318449429,2018-06-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-06-01
ASSET,7,1,Securities held for monetary policy purposes,63025437309,2018-06-01
ASSET,7,2,Other securities of euro area residents denominated in euro,12123482351,2018-06-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-06-01
ASSET,8,NA,General government long-term debt denominated in euro,5283310511,2018-06-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,957791110,2018-06-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),39982892945,2018-06-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-06-01
LIABILITY,10,NA,Other liabilities,551435642,2018-06-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-06-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-06-01
LIABILITY,11,NA,Provisions,7601380200,2018-06-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2018-06-01
LIABILITY,12,NA,Revaluation accounts,3415183924,2018-06-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-06-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-06-01
LIABILITY,13,1,Capital,111243362,2018-06-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-06-01
ASSET,10,1,Tangible and intangible fixed assets,560441815,2018-06-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-06-01
ASSET,10,2,Other financial assets,100325680,2018-06-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-06-01
ASSET,10,3,Sundry,1468603077,2018-06-01
LIABILITY,13,5,Other special reserves,1244561,2018-06-01
ASSET,1,NA,Gold and gold receivables,5156142554,2018-07-01
LIABILITY,1,NA,Banknotes in circulation,31610935925,2018-07-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),698106415,2018-07-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),5542481355,2018-07-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1716026696,2018-07-01
LIABILITY,2,2,Deposit facility,0,2018-07-01
LIABILITY,2,3,Fixed-term deposits,0,2018-07-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,403318789,2018-07-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-07-01
LIABILITY,2,5,Deposits related to margin calls,0,2018-07-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-07-01
ASSET,4,1,Balances with banks security investments and loans,523109,2018-07-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-07-01
LIABILITY,4,1,General government,11645188496,2018-07-01
LIABILITY,4,2,Other liabilities,1379951460,2018-07-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2461461843,2018-07-01
ASSET,5,1,Main refinancing operations,25000000,2018-07-01
ASSET,5,2,Longer-term refinancing operations,8105000000,2018-07-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,711596071,2018-07-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-07-01
ASSET,5,4,Structural reverse operations,0,2018-07-01
ASSET,5,5,Marginal lending facility,50000000,2018-07-01
ASSET,5,6,Credits related to margin calls,0,2018-07-01
LIABILITY,7,1,Deposits and other liabilities,2484,2018-07-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-07-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,4836430198,2018-07-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-07-01
ASSET,7,1,Securities held for monetary policy purposes,63531522922,2018-07-01
ASSET,7,2,Other securities of euro area residents denominated in euro,12064927225,2018-07-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-07-01
ASSET,8,NA,General government long-term debt denominated in euro,5283310511,2018-07-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0,2018-07-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),40243225158,2018-07-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-07-01
LIABILITY,10,NA,Other liabilities,648232403,2018-07-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-07-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-07-01
LIABILITY,11,NA,Provisions,7601708703,2018-07-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,119526100,2018-07-01
LIABILITY,12,NA,Revaluation accounts,3415183924,2018-07-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-07-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-07-01
LIABILITY,13,1,Capital,111243362,2018-07-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-07-01
ASSET,10,1,Tangible and intangible fixed assets,560468643,2018-07-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-07-01
ASSET,10,2,Other financial assets,101010566,2018-07-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-07-01
ASSET,10,3,Sundry,1459303066,2018-07-01
LIABILITY,13,5,Other special reserves,1244561,2018-07-01
ASSET,1,NA,Gold and gold receivables,5156767134,2018-08-01
LIABILITY,1,NA,Banknotes in circulation,31704347050,2018-08-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),697525267,2018-08-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),5598492870,2018-08-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1568786442,2018-08-01
LIABILITY,2,2,Deposit facility,0,2018-08-01
LIABILITY,2,3,Fixed-term deposits,0,2018-08-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,495339136,2018-08-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-08-01
LIABILITY,2,5,Deposits related to margin calls,678000000,2018-08-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-08-01
ASSET,4,1,Balances with banks security investments and loans,522831,2018-08-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-08-01
LIABILITY,4,1,General government,25431330118,2018-08-01
LIABILITY,4,2,Other liabilities,1404845931,2018-08-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2443717191,2018-08-01
ASSET,5,1,Main refinancing operations,11000000,2018-08-01
ASSET,5,2,Longer-term refinancing operations,8105000000,2018-08-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,711008492,2018-08-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-08-01
ASSET,5,4,Structural reverse operations,0,2018-08-01
ASSET,5,5,Marginal lending facility,30000000,2018-08-01
ASSET,5,6,Credits related to margin calls,0,2018-08-01
LIABILITY,7,1,Deposits and other liabilities,2484,2018-08-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-08-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,4488296800,2018-08-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-08-01
ASSET,7,1,Securities held for monetary policy purposes,63956157851,2018-08-01
ASSET,7,2,Other securities of euro area residents denominated in euro,11964003830,2018-08-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-08-01
ASSET,8,NA,General government long-term debt denominated in euro,5283310511,2018-08-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0,2018-08-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),26501808653,2018-08-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-08-01
LIABILITY,10,NA,Other liabilities,736638735,2018-08-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-08-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-08-01
LIABILITY,11,NA,Provisions,7602036897,2018-08-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,1144768415,2018-08-01
LIABILITY,12,NA,Revaluation accounts,3415183924,2018-08-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-08-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-08-01
LIABILITY,13,1,Capital,111243362,2018-08-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-08-01
ASSET,10,1,Tangible and intangible fixed assets,559642671,2018-08-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-08-01
ASSET,10,2,Other financial assets,101171054,2018-08-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-08-01
ASSET,10,3,Sundry,1515769375,2018-08-01
LIABILITY,13,5,Other special reserves,1244561,2018-08-01
ASSET,1,NA,Gold and gold receivables,4912708787,2018-09-01
LIABILITY,1,NA,Banknotes in circulation,31752686975,2018-09-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),696255149,2018-09-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),658279431,2018-09-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1809063864,2018-09-01
LIABILITY,2,2,Deposit facility,3960000000,2018-09-01
LIABILITY,2,3,Fixed-term deposits,0,2018-09-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,280352916,2018-09-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-09-01
LIABILITY,2,5,Deposits related to margin calls,1000000,2018-09-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-09-01
ASSET,4,1,Balances with banks security investments and loans,522554,2018-09-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-09-01
LIABILITY,4,1,General government,27036039856,2018-09-01
LIABILITY,4,2,Other liabilities,1362410490,2018-09-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2457759507,2018-09-01
ASSET,5,1,Main refinancing operations,1040000000,2018-09-01
ASSET,5,2,Longer-term refinancing operations,7605000000,2018-09-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,709817530,2018-09-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-09-01
ASSET,5,4,Structural reverse operations,0,2018-09-01
ASSET,5,5,Marginal lending facility,10000000,2018-09-01
ASSET,5,6,Credits related to margin calls,0,2018-09-01
LIABILITY,7,1,Deposits and other liabilities,2502,2018-09-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-09-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,3575282191,2018-09-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-09-01
ASSET,7,1,Securities held for monetary policy purposes,64329036067,2018-09-01
ASSET,7,2,Other securities of euro area residents denominated in euro,12087630325,2018-09-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-09-01
ASSET,8,NA,General government long-term debt denominated in euro,5281019046,2018-09-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0,2018-09-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),27592322459,2018-09-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-09-01
LIABILITY,10,NA,Other liabilities,718133318,2018-09-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-09-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-09-01
LIABILITY,11,NA,Provisions,7602330123,2018-09-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,2110897080,2018-09-01
LIABILITY,12,NA,Revaluation accounts,3176404444,2018-09-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-09-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-09-01
LIABILITY,13,1,Capital,111243362,2018-09-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-09-01
ASSET,10,1,Tangible and intangible fixed assets,559153362,2018-09-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-09-01
ASSET,10,2,Other financial assets,101154333,2018-09-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-09-01
ASSET,10,3,Sundry,1479759933,2018-09-01
LIABILITY,13,5,Other special reserves,1244561,2018-09-01
ASSET,1,NA,Gold and gold receivables,4913705340,2018-10-01
LIABILITY,1,NA,Banknotes in circulation,31881416275,2018-10-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),696255149,2018-10-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),4289199585,2018-10-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1780478034,2018-10-01
LIABILITY,2,2,Deposit facility,0,2018-10-01
LIABILITY,2,3,Fixed-term deposits,0,2018-10-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,290462096,2018-10-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-10-01
LIABILITY,2,5,Deposits related to margin calls,96000000,2018-10-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-10-01
ASSET,4,1,Balances with banks security investments and loans,522300,2018-10-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-10-01
LIABILITY,4,1,General government,27242891849,2018-10-01
LIABILITY,4,2,Other liabilities,1359810468,2018-10-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2457680898,2018-10-01
ASSET,5,1,Main refinancing operations,1550000000,2018-10-01
ASSET,5,2,Longer-term refinancing operations,7605000000,2018-10-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,709817182,2018-10-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-10-01
ASSET,5,4,Structural reverse operations,0,2018-10-01
ASSET,5,5,Marginal lending facility,480000000,2018-10-01
ASSET,5,6,Credits related to margin calls,0,2018-10-01
LIABILITY,7,1,Deposits and other liabilities,2502,2018-10-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-10-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,3569290633,2018-10-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-10-01
ASSET,7,1,Securities held for monetary policy purposes,64527278567,2018-10-01
ASSET,7,2,Other securities of euro area residents denominated in euro,11864727865,2018-10-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-10-01
ASSET,8,NA,General government long-term debt denominated in euro,5281019046,2018-10-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0,2018-10-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),29257765683,2018-10-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-10-01
LIABILITY,10,NA,Other liabilities,795896708,2018-10-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-10-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-10-01
LIABILITY,11,NA,Provisions,7602655699,2018-10-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,3105493590,2018-10-01
LIABILITY,12,NA,Revaluation accounts,3176404444,2018-10-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-10-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-10-01
LIABILITY,13,1,Capital,111243362,2018-10-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-10-01
ASSET,10,1,Tangible and intangible fixed assets,559474002,2018-10-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-10-01
