accounting_period,column,line,subline,item,amount
2019-04-30,ASSET,5,3,Fine-tuning reverse operations,0
2019-04-30,ASSET,5,4,Structural reverse operations,0
2019-04-30,ASSET,5,5,Marginal lending facility,0
2019-04-30,ASSET,5,6,Credits related to margin calls,0
2019-04-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,2732526
2019-04-30,ASSET,7,1,Securities held for monetary policy purposes,63169600069
2019-04-30,ASSET,7,2,Other securities of euro area residents denominated in euro,10999187225
2019-04-30,ASSET,8,NA,General government long-term debt denominated in euro,5335268853
2019-04-30,ASSET,9,1,Participating interest in the ECB,472980896
2019-04-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-04-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,1152309765
2019-04-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2019-04-30,ASSET,9,5,Other claims within the Eurosystem (net),0
2019-04-30,ASSET,10,1,Tangible and intangible fixed assets,558821456
2019-04-30,ASSET,10,2,Other financial assets,102836767
2019-04-30,ASSET,10,3,Sundry,1395411532
2019-04-30,LIABILITY,1,NA,Banknotes in circulation,28086808700
2019-04-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),2408056264
2019-04-30,LIABILITY,2,2,Deposit facility,150000000
2019-04-30,LIABILITY,2,3,Fixed-term deposits,0
2019-04-30,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-04-30,LIABILITY,2,5,Deposits related to margin calls,85000000
2019-04-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-04-30,LIABILITY,4,1,General government,28849299256
2019-04-30,LIABILITY,4,2,Other liabilities,1473492580
2019-04-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2433151376
2019-04-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,735158082
2019-04-30,LIABILITY,7,1,Deposits and other liabilities,2578
2019-04-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-04-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-04-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-04-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-04-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),23992142465
2019-04-30,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-04-30,LIABILITY,10,NA,Other liabilities,385531996
2019-04-30,LIABILITY,11,NA,Provisions,7806286342
2019-04-30,LIABILITY,12,NA,Revaluation accounts,3886494775
2019-04-30,LIABILITY,13,1,Capital,111243362
2019-04-30,LIABILITY,13,2,Ordinary reserve,111243362
2019-04-30,LIABILITY,13,3,Extraordinary reserve,84500000
2019-04-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789
2019-04-30,LIABILITY,13,5,Other special reserves,1305372
2019-05-31,ASSET,1,NA,Gold and gold receivables,5570213174
2019-05-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),718770544
2019-05-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1536333633
2019-05-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,420312516
2019-05-31,ASSET,4,1,"Balances with banks, security investments and loans",23258
2019-05-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2019-05-31,ASSET,5,1,Main refinancing operations,461400000
2019-05-31,ASSET,5,2,Longer-term refinancing operations,7605000000
2019-05-31,ASSET,5,3,Fine-tuning reverse operations,0
2019-05-31,ASSET,5,4,Structural reverse operations,0
2019-05-31,ASSET,5,5,Marginal lending facility,0
2019-05-31,ASSET,5,6,Credits related to margin calls,0
2019-05-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1248448
2019-05-31,ASSET,7,1,Securities held for monetary policy purposes,63190618469
2019-05-31,ASSET,7,2,Other securities of euro area residents denominated in euro,10961584662
2019-05-31,ASSET,8,NA,General government long-term debt denominated in euro,5335268853
2019-05-31,ASSET,9,1,Participating interest in the ECB,472980896
2019-05-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-05-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,1586506900
2019-05-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2019-05-31,ASSET,9,5,Other claims within the Eurosystem (net),0
2019-05-31,ASSET,10,1,Tangible and intangible fixed assets,558723947
2019-05-31,ASSET,10,2,Other financial assets,102786787
2019-05-31,ASSET,10,3,Sundry,1340398425
2019-05-31,LIABILITY,1,NA,Banknotes in circulation,28132165950
2019-05-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),2111119035
2019-05-31,LIABILITY,2,2,Deposit facility,980000000
2019-05-31,LIABILITY,2,3,Fixed-term deposits,0
2019-05-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-05-31,LIABILITY,2,5,Deposits related to margin calls,0
2019-05-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-05-31,LIABILITY,4,1,General government,28864525273
2019-05-31,LIABILITY,4,2,Other liabilities,1488203641
2019-05-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2431306676
2019-05-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,735117269
2019-05-31,LIABILITY,7,1,Deposits and other liabilities,2578
2019-05-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-05-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-05-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-05-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-05-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),23398751649
2019-05-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-05-31,LIABILITY,10,NA,Other liabilities,436853766
2019-05-31,LIABILITY,11,NA,Provisions,7805983450
2019-05-31,LIABILITY,12,NA,Revaluation accounts,3886494775
2019-05-31,LIABILITY,13,1,Capital,111243362
2019-05-31,LIABILITY,13,2,Ordinary reserve,111243362
2019-05-31,LIABILITY,13,3,Extraordinary reserve,84500000
2019-05-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789
2019-05-31,LIABILITY,13,5,Other special reserves,1305372
2019-06-30,ASSET,1,NA,Gold and gold receivables,5985512830
2019-06-30,ASSET,2,1,Receivables from the International Monetary Fund (IMF),710508727
2019-06-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1526032073
2019-06-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,438979129
2019-06-30,ASSET,4,1,"Balances with banks, security investments and loans",23245
2019-06-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2019-06-30,ASSET,5,1,Main refinancing operations,1000000000
2019-06-30,ASSET,5,2,Longer-term refinancing operations,7605000000
2019-06-30,ASSET,5,3,Fine-tuning reverse operations,0
2019-06-30,ASSET,5,4,Structural reverse operations,0
2019-06-30,ASSET,5,5,Marginal lending facility,0
2019-06-30,ASSET,5,6,Credits related to margin calls,0
2019-06-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1593110
2019-06-30,ASSET,7,1,Securities held for monetary policy purposes,63142667764
2019-06-30,ASSET,7,2,Other securities of euro area residents denominated in euro,10920087871
2019-06-30,ASSET,8,NA,General government long-term debt denominated in euro,4839208179
2019-06-30,ASSET,9,1,Participating interest in the ECB,472980896
2019-06-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-06-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,2313113470
2019-06-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2019-06-30,ASSET,9,5,Other claims within the Eurosystem (net),0
2019-06-30,ASSET,10,1,Tangible and intangible fixed assets,558402434
2019-06-30,ASSET,10,2,Other financial assets,103253168
2019-06-30,ASSET,10,3,Sundry,1414826946
2019-06-30,LIABILITY,1,NA,Banknotes in circulation,28318530550
2019-06-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),4576543442
2019-06-30,LIABILITY,2,2,Deposit facility,650000000
2019-06-30,LIABILITY,2,3,Fixed-term deposits,0
2019-06-30,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-06-30,LIABILITY,2,5,Deposits related to margin calls,0
2019-06-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-06-30,LIABILITY,4,1,General government,26460791517
2019-06-30,LIABILITY,4,2,Other liabilities,1477247402
2019-06-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2405228519
2019-06-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,726648620
2019-06-30,LIABILITY,7,1,Deposits and other liabilities,2545
2019-06-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-06-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-06-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-06-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-06-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),24235024592
2019-06-30,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-06-30,LIABILITY,10,NA,Other liabilities,501639732
2019-06-30,LIABILITY,11,NA,Provisions,7805667498
2019-06-30,LIABILITY,12,NA,Revaluation accounts,4283218975
2019-06-30,LIABILITY,13,1,Capital,111243362
2019-06-30,LIABILITY,13,2,Ordinary reserve,111243362
2019-06-30,LIABILITY,13,3,Extraordinary reserve,84500000
2019-06-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789
2019-06-30,LIABILITY,13,5,Other special reserves,1305372
2019-07-31,ASSET,1,NA,Gold and gold receivables,5988531512
2019-07-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),713008727
2019-07-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1590584929
2019-07-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,387613542
2019-07-31,ASSET,4,1,"Balances with banks, security investments and loans",23233
2019-07-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2019-07-31,ASSET,5,1,Main refinancing operations,1065000000
2019-07-31,ASSET,5,2,Longer-term refinancing operations,7605000000
2019-07-31,ASSET,5,3,Fine-tuning reverse operations,0
2019-07-31,ASSET,5,4,Structural reverse operations,0
2019-07-31,ASSET,5,5,Marginal lending facility,0
2019-07-31,ASSET,5,6,Credits related to margin calls,0
2019-07-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1524608
2019-07-31,ASSET,7,1,Securities held for monetary policy purposes,62937667764
2019-07-31,ASSET,7,2,Other securities of euro area residents denominated in euro,10761438477
2019-07-31,ASSET,8,NA,General government long-term debt denominated in euro,4839208179
2019-07-31,ASSET,9,1,Participating interest in the ECB,472980896
2019-07-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-07-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,3458634635
2019-07-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2019-07-31,ASSET,9,5,Other claims within the Eurosystem (net),0
2019-07-31,ASSET,10,1,Tangible and intangible fixed assets,557973987
2019-07-31,ASSET,10,2,Other financial assets,103315310
2019-07-31,ASSET,10,3,Sundry,1411900612
2019-07-31,LIABILITY,1,NA,Banknotes in circulation,28565607600
2019-07-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),2554600521
2019-07-31,LIABILITY,2,2,Deposit facility,1000000000
2019-07-31,LIABILITY,2,3,Fixed-term deposits,0
2019-07-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-07-31,LIABILITY,2,5,Deposits related to margin calls,0
2019-07-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-07-31,LIABILITY,4,1,General government,29100178876
2019-07-31,LIABILITY,4,2,Other liabilities,1494809939
2019-07-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2458180954
2019-07-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,725841505
2019-07-31,LIABILITY,7,1,Deposits and other liabilities,2545
2019-07-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-07-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-07-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-07-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-07-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),23684278661
2019-07-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-07-31,LIABILITY,10,NA,Other liabilities,630366493
2019-07-31,LIABILITY,11,NA,Provisions,7805673892
2019-07-31,LIABILITY,12,NA,Revaluation accounts,4283218975
2019-07-31,LIABILITY,13,1,Capital,111243362
2019-07-31,LIABILITY,13,2,Ordinary reserve,111243362
2019-07-31,LIABILITY,13,3,Extraordinary reserve,84500000
2019-07-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789
2019-07-31,LIABILITY,13,5,Other special reserves,1305372
2019-08-31,ASSET,1,NA,Gold and gold receivables,5991879286
2019-08-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),713440744
2019-08-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1726190993
2019-08-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,335365414
2019-08-31,ASSET,4,1,"Balances with banks, security investments and loans",23221
2019-08-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2019-08-31,ASSET,5,1,Main refinancing operations,600000000
2019-08-31,ASSET,5,2,Longer-term refinancing operations,7605000000
2019-08-31,ASSET,5,3,Fine-tuning reverse operations,0
2019-08-31,ASSET,5,4,Structural reverse operations,0
2019-08-31,ASSET,5,5,Marginal lending facility,0
2019-08-31,ASSET,5,6,Credits related to margin calls,0
2019-08-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1759697
2019-08-31,ASSET,7,1,Securities held for monetary policy purposes,62937667764
2019-08-31,ASSET,7,2,Other securities of euro area residents denominated in euro,10853675069
2019-08-31,ASSET,8,NA,General government long-term debt denominated in euro,4839208179
2019-08-31,ASSET,9,1,Participating interest in the ECB,472980896
2019-08-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-08-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,4489924710
2019-08-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2019-08-31,ASSET,9,5,Other claims within the Eurosystem (net),0
2019-08-31,ASSET,10,1,Tangible and intangible fixed assets,559547901
2019-08-31,ASSET,10,2,Other financial assets,103336609
2019-08-31,ASSET,10,3,Sundry,1514454134
2019-08-31,LIABILITY,1,NA,Banknotes in circulation,28579728900
2019-08-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1959647657
2019-08-31,LIABILITY,2,2,Deposit facility,1675000000
2019-08-31,LIABILITY,2,3,Fixed-term deposits,0
2019-08-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-08-31,LIABILITY,2,5,Deposits related to margin calls,0
2019-08-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-08-31,LIABILITY,4,1,General government,29458972541
2019-08-31,LIABILITY,4,2,Other liabilities,1469220226
2019-08-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2487692123
2019-08-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,734325242
2019-08-31,LIABILITY,7,1,Deposits and other liabilities,2545
2019-08-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-08-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-08-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-08-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-08-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),23964295903
2019-08-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-08-31,LIABILITY,10,NA,Other liabilities,735100846
2019-08-31,LIABILITY,11,NA,Provisions,7805603209
2019-08-31,LIABILITY,12,NA,Revaluation accounts,4283218975
2019-08-31,LIABILITY,13,1,Capital,111243362
2019-08-31,LIABILITY,13,2,Ordinary reserve,111243362
2019-08-31,LIABILITY,13,3,Extraordinary reserve,84500000
2019-08-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789
2019-08-31,LIABILITY,13,5,Other special reserves,1305372
2019-09-30,ASSET,1,NA,Gold and gold receivables,6581449836
2019-09-30,ASSET,2,1,Receivables from the International Monetary Fund (IMF),730364125
2019-09-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1821474893
2019-09-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,336361759
2019-09-30,ASSET,4,1,"Balances with banks, security investments and loans",23209
2019-09-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2019-09-30,ASSET,5,1,Main refinancing operations,200000000
2019-09-30,ASSET,5,2,Longer-term refinancing operations,7205000000
2019-09-30,ASSET,5,3,Fine-tuning reverse operations,0
2019-09-30,ASSET,5,4,Structural reverse operations,0
2019-09-30,ASSET,5,5,Marginal lending facility,100000000
2019-09-30,ASSET,5,6,Credits related to margin calls,0
2019-09-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1929042
2019-09-30,ASSET,7,1,Securities held for monetary policy purposes,62942332391
2019-09-30,ASSET,7,2,Other securities of euro area residents denominated in euro,10941061759
2019-09-30,ASSET,8,NA,General government long-term debt denominated in euro,4895582581
2019-09-30,ASSET,9,1,Participating interest in the ECB,472980896
2019-09-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-09-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,5712427495
2019-09-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2019-09-30,ASSET,9,5,Other claims within the Eurosystem (net),0
2019-09-30,ASSET,10,1,Tangible and intangible fixed assets,559214918
2019-09-30,ASSET,10,2,Other financial assets,103543019
2019-09-30,ASSET,10,3,Sundry,1438512610
2019-09-30,LIABILITY,1,NA,Banknotes in circulation,28624720550
2019-09-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),3704225791
2019-09-30,LIABILITY,2,2,Deposit facility,1800000000
2019-09-30,LIABILITY,2,3,Fixed-term deposits,0
2019-09-30,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-09-30,LIABILITY,2,5,Deposits related to margin calls,0
2019-09-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-09-30,LIABILITY,4,1,General government,28948257826
2019-09-30,LIABILITY,4,2,Other liabilities,1441231453
2019-09-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2515448901
2019-09-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,751975808
2019-09-30,LIABILITY,7,1,Deposits and other liabilities,2660
2019-09-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-09-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-09-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-09-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-09-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),23192837209
2019-09-30,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-09-30,LIABILITY,10,NA,Other liabilities,711291514
2019-09-30,LIABILITY,11,NA,Provisions,7805191404
2019-09-30,LIABILITY,12,NA,Revaluation accounts,4955428967
2019-09-30,LIABILITY,13,1,Capital,111243362
2019-09-30,LIABILITY,13,2,Ordinary reserve,111243362
2019-09-30,LIABILITY,13,3,Extraordinary reserve,84500000
2019-09-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789
2019-09-30,LIABILITY,13,5,Other special reserves,1305372
2019-10-31,ASSET,1,NA,Gold and gold receivables,6584699096
2019-10-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),730364125
2019-10-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1861417942
2019-10-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,301625864
2019-10-31,ASSET,4,1,"Balances with banks, security investments and loans",23196
2019-10-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2019-10-31,ASSET,5,1,Main refinancing operations,700000000
2019-10-31,ASSET,5,2,Longer-term refinancing operations,7200000000
2019-10-31,ASSET,5,3,Fine-tuning reverse operations,0
2019-10-31,ASSET,5,4,Structural reverse operations,0
2019-10-31,ASSET,5,5,Marginal lending facility,0
2019-10-31,ASSET,5,6,Credits related to margin calls,0
2019-10-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1809339
2019-10-31,ASSET,7,1,Securities held for monetary policy purposes,63018010426
2019-10-31,ASSET,7,2,Other securities of euro area residents denominated in euro,10814577760
2019-10-31,ASSET,8,NA,General government long-term debt denominated in euro,4895582581
2019-10-31,ASSET,9,1,Participating interest in the ECB,472980896
2019-10-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-10-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,6887943030
2019-10-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2019-10-31,ASSET,9,5,Other claims within the Eurosystem (net),0
2019-10-31,ASSET,10,1,Tangible and intangible fixed assets,558084025
2019-10-31,ASSET,10,2,Other financial assets,103214974
2019-10-31,ASSET,10,3,Sundry,1377472554
2019-10-31,LIABILITY,1,NA,Banknotes in circulation,28758255950
2019-10-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),6285990626
2019-10-31,LIABILITY,2,2,Deposit facility,0
2019-10-31,LIABILITY,2,3,Fixed-term deposits,0
2019-10-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-10-31,LIABILITY,2,5,Deposits related to margin calls,0
2019-10-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-10-31,LIABILITY,4,1,General government,30381387752
2019-10-31,LIABILITY,4,2,Other liabilities,1431530070
2019-10-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2515614729
2019-10-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,751802707
2019-10-31,LIABILITY,7,1,Deposits and other liabilities,2660
2019-10-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-10-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-10-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-10-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-10-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),22221898433
2019-10-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-10-31,LIABILITY,10,NA,Other liabilities,809765655
2019-10-31,LIABILITY,11,NA,Provisions,7805035909
2019-10-31,LIABILITY,12,NA,Revaluation accounts,4955428967
2019-10-31,LIABILITY,13,1,Capital,111243362
2019-10-31,LIABILITY,13,2,Ordinary reserve,111243362
2019-10-31,LIABILITY,13,3,Extraordinary reserve,84500000
2019-10-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,284890789
2019-10-31,LIABILITY,13,5,Other special reserves,1304272
2019-11-30,ASSET,1,NA,Gold and gold receivables,6587029481
2019-11-30,ASSET,2,1,Receivables from the International Monetary Fund (IMF),730462743
2019-11-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1852204477
2019-11-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,308547017
2019-11-30,ASSET,4,1,"Balances with banks, security investments and loans",23183
2019-11-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2019-11-30,ASSET,5,1,Main refinancing operations,600000000
2019-11-30,ASSET,5,2,Longer-term refinancing operations,7200000000
2019-11-30,ASSET,5,3,Fine-tuning reverse operations,0
2019-11-30,ASSET,5,4,Structural reverse operations,0
2019-11-30,ASSET,5,5,Marginal lending facility,0
2019-11-30,ASSET,5,6,Credits related to margin calls,0
2019-11-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1748069
2019-11-30,ASSET,7,1,Securities held for monetary policy purposes,63610223233
2019-11-30,ASSET,7,2,Other securities of euro area residents denominated in euro,11161606345
2019-11-30,ASSET,8,NA,General government long-term debt denominated in euro,4895582581
2019-11-30,ASSET,9,1,Participating interest in the ECB,472980896
2019-11-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-11-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,7776496715
2019-11-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2019-11-30,ASSET,9,5,Other claims within the Eurosystem (net),0
2019-11-30,ASSET,10,1,Tangible and intangible fixed assets,557076391
2019-11-30,ASSET,10,2,Other financial assets,103607443
2019-11-30,ASSET,10,3,Sundry,1361639722
2019-11-30,LIABILITY,1,NA,Banknotes in circulation,28907649250
2019-11-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),8157219505
2019-11-30,LIABILITY,2,2,Deposit facility,0
2019-11-30,LIABILITY,2,3,Fixed-term deposits,0
2019-11-30,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-11-30,LIABILITY,2,5,Deposits related to margin calls,0
2019-11-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-11-30,LIABILITY,4,1,General government,26467019075
2019-11-30,LIABILITY,4,2,Other liabilities,1432850903
2019-11-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2484708228
2019-11-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,751901325
2019-11-30,LIABILITY,7,1,Deposits and other liabilities,2660
2019-11-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-11-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-11-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-11-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-11-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),25769336818
2019-11-30,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-11-30,LIABILITY,10,NA,Other liabilities,897028876
2019-11-30,LIABILITY,11,NA,Provisions,7804990339
2019-11-30,LIABILITY,12,NA,Revaluation accounts,4955428967
2019-11-30,LIABILITY,13,1,Capital,111243362
2019-11-30,LIABILITY,13,2,Ordinary reserve,111243362
2019-11-30,LIABILITY,13,3,Extraordinary reserve,84500000
2019-11-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,284890789
2019-11-30,LIABILITY,13,5,Other special reserves,1304272
2019-12-31,ASSET,1,NA,Gold and gold receivables,6544316602
2019-12-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),720713956
2019-12-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1979555675
2019-12-31,ASSET,3,1,General government,19475008
2019-12-31,ASSET,3,2,Other claims,209393490
2019-12-31,ASSET,4,1,"Balances with banks, security investments and loans",23170
