accounting_period,column,line,subline,item,amount
2012-07-31,LIABILITY,2,3,Fixed-term deposits,0
2012-07-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-07-31,LIABILITY,2,5,Deposits related to margin calls,862650000
2012-07-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2012-07-31,LIABILITY,4,1,General government,3687669488
2012-07-31,LIABILITY,4,2,Other liabilities,1324934996
2012-07-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1043083027
2012-07-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,42324598
2012-07-31,LIABILITY,7,1,Deposits and other liabilities,2331
2012-07-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-07-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,943213103
2012-07-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-07-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,18863284555
2012-07-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),105044042458
2012-07-31,LIABILITY,10,NA,Other liabilities,1933459303
2012-07-31,LIABILITY,11,NA,Provisions,3913316613
2012-07-31,LIABILITY,12,NA,Revaluation accounts,4176040605
2012-07-31,LIABILITY,13,1,Capital,111243362
2012-07-31,LIABILITY,13,2,Ordinary reserve,111243362
2012-07-31,LIABILITY,13,3,Extraordinary reserve,84500000
2012-07-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-07-31,LIABILITY,13,5,Other special reserves,1259639
2012-08-31,ASSET,1,NA,Gold and gold receivables,5906289310
2012-08-31,ASSET,2,1,Receivables from the IMF,957485246
2012-08-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",61583306
2012-08-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,486214932
2012-08-31,ASSET,4,1,"Balances with banks, security investments and loans",23872
2012-08-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-08-31,ASSET,5,1,Main refinancing operations,28264400000
2012-08-31,ASSET,5,2,Longer-term refinancing operations,2600000000
2012-08-31,ASSET,5,3,Fine-tuning reverse operations,0
2012-08-31,ASSET,5,4,Structural reverse operations,0
2012-08-31,ASSET,5,5,Marginal lending facility,0
2012-08-31,ASSET,5,6,Credits related to margin calls,0
2012-08-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,100830133421
2012-08-31,ASSET,7,1,Securities held for monetary policy purposes,6995901109
2012-08-31,ASSET,7,2,Other securities of euro area residents denominated in euro,12947119354
2012-08-31,ASSET,8,NA,General government long term debt denominated in euro,6205596665
2012-08-31,ASSET,9,1,Participating interest in the ECB,500888380
2012-08-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-08-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-08-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-08-31,ASSET,10,1,Tangible and intangible fixed assets,823261403
2012-08-31,ASSET,10,2,Other financial assets,29747410
2012-08-31,ASSET,10,3,Sundry,1853259978
2012-08-31,LIABILITY,1,NA,Banknotes in circulation,23159372390
2012-08-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1034650552
2012-08-31,LIABILITY,2,2,Deposit facility,310000000
2012-08-31,LIABILITY,2,3,Fixed-term deposits,0
2012-08-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-08-31,LIABILITY,2,5,Deposits related to margin calls,823750000
2012-08-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,95000000
2012-08-31,LIABILITY,4,1,General government,4657352539
2012-08-31,LIABILITY,4,2,Other liabilities,940475823
2012-08-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1071265492
2012-08-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,40448822
2012-08-31,LIABILITY,7,1,Deposits and other liabilities,2331
2012-08-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-08-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,943213103
2012-08-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-08-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,17549790755
2012-08-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),107876060073
2012-08-31,LIABILITY,10,NA,Other liabilities,2187130386
2012-08-31,LIABILITY,11,NA,Provisions,3913767833
2012-08-31,LIABILITY,12,NA,Revaluation accounts,4176040605
2012-08-31,LIABILITY,13,1,Capital,111243362
2012-08-31,LIABILITY,13,2,Ordinary reserve,111243362
2012-08-31,LIABILITY,13,3,Extraordinary reserve,84500000
2012-08-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-08-31,LIABILITY,13,5,Other special reserves,1259693
2012-09-30,ASSET,1,NA,Gold and gold receivables,6528846746
2012-09-30,ASSET,2,1,Receivables from the IMF,947554934
2012-09-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",74101837
2012-09-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,445882189
2012-09-30,ASSET,4,1,"Balances with banks, security investments and loans",23873
2012-09-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-09-30,ASSET,5,1,Main refinancing operations,28027100000
2012-09-30,ASSET,5,2,Longer-term refinancing operations,2232000000
2012-09-30,ASSET,5,3,Fine-tuning reverse operations,0
2012-09-30,ASSET,5,4,Structural reverse operations,0
2012-09-30,ASSET,5,5,Marginal lending facility,0
2012-09-30,ASSET,5,6,Credits related to margin calls,0
2012-09-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,100640211055
2012-09-30,ASSET,7,1,Securities held for monetary policy purposes,7009471407
2012-09-30,ASSET,7,2,Other securities of euro area residents denominated in euro,13014128526
2012-09-30,ASSET,8,NA,General government long term debt denominated in euro,6195011106
2012-09-30,ASSET,9,1,Participating interest in the ECB,500888380
2012-09-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-09-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-09-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-09-30,ASSET,10,1,Tangible and intangible fixed assets,823368370
2012-09-30,ASSET,10,2,Other financial assets,29747410
2012-09-30,ASSET,10,3,Sundry,1631717683
2012-09-30,LIABILITY,1,NA,Banknotes in circulation,23057634160
2012-09-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1096665952
2012-09-30,LIABILITY,2,2,Deposit facility,988000000
2012-09-30,LIABILITY,2,3,Fixed-term deposits,0
2012-09-30,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-09-30,LIABILITY,2,5,Deposits related to margin calls,500700000
2012-09-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,95000000
2012-09-30,LIABILITY,4,1,General government,4493985383
2012-09-30,LIABILITY,4,2,Other liabilities,937972297
2012-09-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1040974166
2012-09-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,43164193
2012-09-30,LIABILITY,7,1,Deposits and other liabilities,2270
2012-09-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-09-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,933433801
2012-09-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-09-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,16432699340
2012-09-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),107839909952
2012-09-30,LIABILITY,10,NA,Other liabilities,2243473348
2012-09-30,LIABILITY,11,NA,Provisions,3914034062
2012-09-30,LIABILITY,12,NA,Revaluation accounts,4798820910
2012-09-30,LIABILITY,13,1,Capital,111243362
2012-09-30,LIABILITY,13,2,Ordinary reserve,111243362
2012-09-30,LIABILITY,13,3,Extraordinary reserve,84500000
2012-09-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-09-30,LIABILITY,13,5,Other special reserves,1259693
2012-10-31,ASSET,1,NA,Gold and gold receivables,6531263792
2012-10-31,ASSET,2,1,Receivables from the IMF,947554934
2012-10-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",83581929
2012-10-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,368045207
2012-10-31,ASSET,4,1,"Balances with banks, security investments and loans",23873
2012-10-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-10-31,ASSET,5,1,Main refinancing operations,4286100000
2012-10-31,ASSET,5,2,Longer-term refinancing operations,2232000000
2012-10-31,ASSET,5,3,Fine-tuning reverse operations,0
2012-10-31,ASSET,5,4,Structural reverse operations,0
2012-10-31,ASSET,5,5,Marginal lending facility,0
2012-10-31,ASSET,5,6,Credits related to margin calls,0
2012-10-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,122792725006
2012-10-31,ASSET,7,1,Securities held for monetary policy purposes,6968971407
2012-10-31,ASSET,7,2,Other securities of euro area residents denominated in euro,14025375797
2012-10-31,ASSET,8,NA,General government long term debt denominated in euro,6195011106
2012-10-31,ASSET,9,1,Participating interest in the ECB,500888380
2012-10-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-10-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-10-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-10-31,ASSET,10,1,Tangible and intangible fixed assets,823221940
2012-10-31,ASSET,10,2,Other financial assets,29693011
2012-10-31,ASSET,10,3,Sundry,1577767567
2012-10-31,LIABILITY,1,NA,Banknotes in circulation,23029112320
2012-10-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1766711958
2012-10-31,LIABILITY,2,2,Deposit facility,0
2012-10-31,LIABILITY,2,3,Fixed-term deposits,0
2012-10-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-10-31,LIABILITY,2,5,Deposits related to margin calls,508300000
2012-10-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,95000000
2012-10-31,LIABILITY,4,1,General government,4317069868
2012-10-31,LIABILITY,4,2,Other liabilities,942306570
2012-10-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1040974158
2012-10-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,46668382
2012-10-31,LIABILITY,7,1,Deposits and other liabilities,2270
2012-10-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-10-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,933433801
2012-10-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-10-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,15486329355
2012-10-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),108395930790
2012-10-31,LIABILITY,10,NA,Other liabilities,2403896427
2012-10-31,LIABILITY,11,NA,Provisions,3914083416
2012-10-31,LIABILITY,12,NA,Revaluation accounts,4798820910
2012-10-31,LIABILITY,13,1,Capital,111243362
2012-10-31,LIABILITY,13,2,Ordinary reserve,111243362
2012-10-31,LIABILITY,13,3,Extraordinary reserve,84500000
2012-10-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-10-31,LIABILITY,13,5,Other special reserves,1259735
2012-11-30,ASSET,1,NA,Gold and gold receivables,6533751480
2012-11-30,ASSET,2,1,Receivables from the IMF,947700533
2012-11-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",94576872
2012-11-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,362145947
2012-11-30,ASSET,4,1,"Balances with banks, security investments and loans",23873
2012-11-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-11-30,ASSET,5,1,Main refinancing operations,3648100000
2012-11-30,ASSET,5,2,Longer-term refinancing operations,1957000000
2012-11-30,ASSET,5,3,Fine-tuning reverse operations,0
2012-11-30,ASSET,5,4,Structural reverse operations,0
2012-11-30,ASSET,5,5,Marginal lending facility,0
2012-11-30,ASSET,5,6,Credits related to margin calls,0
2012-11-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,123298766412
2012-11-30,ASSET,7,1,Securities held for monetary policy purposes,6954971407
2012-11-30,ASSET,7,2,Other securities of euro area residents denominated in euro,14029884876
2012-11-30,ASSET,8,NA,General government long term debt denominated in euro,6195011106
2012-11-30,ASSET,9,1,Participating interest in the ECB,500888380
2012-11-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-11-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-11-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-11-30,ASSET,10,1,Tangible and intangible fixed assets,822876802
2012-11-30,ASSET,10,2,Other financial assets,29693011
2012-11-30,ASSET,10,3,Sundry,1601758298
2012-11-30,LIABILITY,1,NA,Banknotes in circulation,22986484570
2012-11-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1276539778
2012-11-30,LIABILITY,2,2,Deposit facility,1080000000
2012-11-30,LIABILITY,2,3,Fixed-term deposits,0
2012-11-30,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-11-30,LIABILITY,2,5,Deposits related to margin calls,504900000
2012-11-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2012-11-30,LIABILITY,4,1,General government,3629909722
2012-11-30,LIABILITY,4,2,Other liabilities,943513296
2012-11-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1040982409
2012-11-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,49037711
2012-11-30,LIABILITY,7,1,Deposits and other liabilities,2270
2012-11-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-11-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,933433801
2012-11-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-11-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,15037332385
2012-11-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),108459756554
2012-11-30,LIABILITY,10,NA,Other liabilities,2638651983
2012-11-30,LIABILITY,11,NA,Provisions,3914198174
2012-11-30,LIABILITY,12,NA,Revaluation accounts,4798820910
2012-11-30,LIABILITY,13,1,Capital,111243362
2012-11-30,LIABILITY,13,2,Ordinary reserve,111243362
2012-11-30,LIABILITY,13,3,Extraordinary reserve,84500000
2012-11-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-11-30,LIABILITY,13,5,Other special reserves,1261445
2012-12-31,ASSET,1,NA,Gold and gold receivables,5984958512
2012-12-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),925936960
2012-12-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",66936010
